"geneid","cid","aid","sid","activity","acname","acvalue"
4321,44445242,311945,103557339,"Unspecified","IC50",150
4321,44445262,311945,103557360,"Unspecified","IC50",150
4321,44445263,311945,103557361,"Unspecified","IC50",150
4321,44445271,311945,103557369,"Unspecified","IC50",150
4321,44445272,311945,103557370,"Unspecified","IC50",150
4321,44445273,311945,103557371,"Unspecified","IC50",150
4321,44445274,311945,103557372,"Unspecified","IC50",150
4321,44445275,311945,103557373,"Unspecified","IC50",150
4321,44445276,311945,103557374,"Unspecified","IC50",150
4321,44445278,311945,103557377,"Unspecified","IC50",150
4321,44445279,311945,103557378,"Unspecified","IC50",150
4321,44445280,311945,103557379,"Unspecified","IC50",150
4321,44445281,311945,103557380,"Unspecified","IC50",150
4321,44445254,311945,103557351,"Unspecified","IC50",151
4321,9957228,270312,103499845,"Unspecified","Ki",300
4321,9993891,238228,103451755,"Unspecified","Ki",300
4321,11328354,270312,103499941,"Unspecified","Ki",300
4321,23645953,270312,103499674,"Unspecified","Ki",300
4321,23645959,270312,103500154,"Unspecified","Ki",300
4321,44394645,238228,103451550,"Unspecified","Ki",300
4321,44394703,238228,103451619,"Unspecified","Ki",300
4321,2763839,408845,103640441,"Unspecified","IC50",355
4321,2741314,408845,103640439,"Unspecified","IC50",1000
4321,78598,408845,103640438,"Unspecified","IC50",2000
4321,44394814,238228,103451746,"Unspecified","Ki",2000
4321,2801266,408845,103640440,"Unspecified","IC50",5000
4321,1990,1286149,103198538,"Unspecified","Kd",6180
4321,471,670320,103376375,"Unspecified",,
4321,1002,408843,103405330,"Unspecified",,
4321,1986,775833,103164735,"Active",,
4321,2973,775833,103178524,"Active",,
4321,4218,670314,103339213,"Inconclusive","IC50",
4321,4219,670320,160690440,"Unspecified",,
4321,5311,775833,103174146,"Unspecified",,
4321,44093,775833,103581295,"Active",,
4321,60490,775833,103172204,"Active",,
4321,65373,670314,103431945,"Inconclusive","IC50",
4321,78598,408843,103640438,"Unspecified",,
4321,132519,408844,103185416,"Unspecified",,
4321,132519,1077365,103185416,"Unspecified",,
4321,132519,1345412,178103981,"Active",,
4321,448002,731523,103289600,"Inconclusive","IC50",
4321,448002,1336484,103289600,"Unspecified",,
4321,644601,370867,103590848,"Unspecified",,
4321,644601,370879,103590848,"Active",,
4321,651441,370867,103590850,"Unspecified",,
4321,651854,370867,103591743,"Unspecified",,
4321,651854,370879,103591743,"Active",,
4321,893637,1345412,249565575,"Active",,
4321,1506964,370867,103590856,"Unspecified",,
4321,2221136,370867,103591669,"Unspecified",,
4321,2571427,370867,103591744,"Unspecified",,
4321,2741314,408843,103640439,"Unspecified",,
4321,2763839,408843,103640441,"Unspecified",,
4321,2801266,408843,103640440,"Unspecified",,
4321,3109994,370867,103590920,"Unspecified",,
4321,3236108,370867,103591740,"Unspecified",,
4321,3240046,370867,103590924,"Unspecified",,
4321,3671894,371248,103610325,"Unspecified",,
4321,5280343,670320,103167027,"Unspecified",,
4321,5280445,670320,103207220,"Unspecified",,
4321,5281656,670314,103453494,"Inconclusive","IC50",
4321,5281717,670314,103223137,"Inconclusive","IC50",
4321,5289111,349403,103607541,"Inactive",,
4321,5319161,670320,160674342,"Unspecified",,
4321,5600879,370867,103591670,"Unspecified",,
4321,6476333,670320,103580264,"Unspecified",,
4321,6479915,670320,103544711,"Unspecified",,
4321,9816867,109237,103276206,"Inconclusive","IC50",
4321,9868079,731523,103285706,"Inconclusive","IC50",
4321,9868858,731523,103286336,"Inconclusive","IC50",
4321,9886916,731523,103338742,"Inconclusive","IC50",
4321,9888897,641678,103589753,"Inconclusive","IC50",
4321,9888897,775833,103589753,"Unspecified",,
4321,9891009,731523,103282412,"Inconclusive","IC50",
4321,9892042,731523,103282525,"Inconclusive","IC50",
4321,9896504,349403,103576981,"Inactive",,
4321,9918908,731523,103299339,"Inconclusive","IC50",
4321,10044321,731523,103443652,"Inconclusive","IC50",
4321,10089677,693083,103522997,"Unspecified",,
4321,10175366,304949,103547879,"Inconclusive","Ki",
4321,10196775,304949,103547880,"Inconclusive","Ki",
4321,10224181,349403,103627401,"Inactive",,
4321,10262798,238985,103451602,"Unspecified",,
4321,11259332,317525,103576890,"Inactive","Activity",
4321,11259332,349385,103576890,"Inactive","Activity",
4321,11391583,441105,103697688,"Active","IC50",
4321,11641563,1345412,223366154,"Active",,
4321,11708451,775833,103537294,"Unspecified",,
4321,17853548,670314,160690439,"Inconclusive","IC50",
4321,22922043,670314,160706500,"Inconclusive","IC50",
4321,24751752,1345412,223366174,"Active",,
4321,24800541,316553,103577996,"Unspecified",,
4321,24857924,775833,174504147,"Unspecified",,
4321,24936382,731523,103299020,"Inconclusive","IC50",
4321,24960377,371248,103610253,"Unspecified",,
4321,24988072,738655,124970844,"Inactive",,
4321,25060119,1060359,194159569,"Unspecified",,
4321,25122902,1345412,178103182,"Active",,
4321,25180867,641678,103644958,"Inconclusive","IC50",
4321,25184515,670320,160679677,"Unspecified",,
4321,26183540,670314,160679678,"Inconclusive","IC50",
4321,44144307,670314,160704094,"Inconclusive","IC50",
4321,44250718,670314,160695865,"Inconclusive","IC50",
4321,44255320,448843,103704733,"Unspecified",,
4321,44317451,731523,103281878,"Inconclusive","IC50",
4321,44364119,731523,103389902,"Inconclusive","IC50",
4321,44372530,775833,103408590,"Active",,
4321,44394594,238985,103451481,"Unspecified",,
4321,44394600,238985,103451487,"Unspecified",,
4321,44394601,238985,103451488,"Unspecified",,
4321,44394630,238985,103451532,"Unspecified",,
4321,44394637,238985,103451541,"Unspecified",,
4321,44394668,238985,103451577,"Unspecified",,
4321,44394682,238985,103451598,"Unspecified",,
4321,44394702,238985,103451618,"Unspecified",,
4321,44394720,238985,103451643,"Unspecified",,
4321,44394744,238985,103451666,"Unspecified",,
4321,44394758,238985,103451682,"Unspecified",,
4321,44394796,238985,103451725,"Unspecified",,
4321,44394797,238985,103451726,"Unspecified",,
4321,44394813,238985,103451745,"Unspecified",,
4321,44394821,238985,103451754,"Unspecified",,
4321,44394839,238985,103451785,"Unspecified",,
4321,44394879,238985,103451842,"Unspecified",,
4321,44423677,731523,103517973,"Inconclusive","IC50",
4321,44571675,371248,103610504,"Unspecified",,
4321,44580458,1345412,223366143,"Active",,
4321,45266496,347006,103680228,"Inactive",,
4321,46861563,1257883,104248670,"Active","Ki",
4321,50991045,1257883,318434273,"Active","Ki",
4321,53494934,738655,164147249,"Inactive",,
4321,53494935,738655,134446654,"Inactive",,
4321,57391414,648198,136922951,"Inconclusive","IC50",
4321,57394711,641386,136929100,"Active","IC50",
4321,57394850,648198,136929321,"Inconclusive","IC50",
4321,57394903,648198,136929394,"Inconclusive","IC50",
4321,66560533,712134,163339414,"Active",,
4321,66560533,712135,163339414,"Active",,
4321,66560533,712136,163339414,"Unspecified",,
4321,66560533,712141,163339414,"Active",,
4321,66560534,712146,163328996,"Active",,
4321,66560535,712135,163322193,"Active",,
4321,66560622,1345412,223366199,"Active",,
4321,70688393,670320,160685043,"Unspecified",,
4321,70688394,670314,160685044,"Inconclusive","IC50",
4321,70688395,670314,160685045,"Inconclusive","IC50",
4321,70694634,670320,160701227,"Unspecified",,
4321,71563039,722642,164131181,"Active","Inhibition",
4321,71711730,732114,164135583,"Unspecified",,
4321,71718301,731523,164138285,"Inconclusive","IC50",
4321,72706115,1061990,194166426,"Inactive",,
4321,72720906,1200512,312390521,"Unspecified",,
4321,72948626,1200512,312390534,"Unspecified",,
4321,72948808,1200512,312390512,"Unspecified",,
4321,76314808,1077364,194147602,"Inconclusive","Ki(app)",
4321,76325699,1077364,194168374,"Inconclusive","Ki(app)",
4321,76325699,1077365,194168374,"Unspecified",,
4321,118179819,1200512,312390515,"Unspecified",,
4321,118179865,1200512,312390533,"Unspecified",,
4321,118721027,1172327,312369464,"Inconclusive","IC50",
4321,118726040,1189869,312377685,"Active",,
4321,127043504,1312038,336894216,"Inconclusive","IC50",
4321,127043682,1312038,336894462,"Inconclusive","IC50",
4321,127045258,1312038,336896918,"Inconclusive","IC50",
4321,127045609,1312038,336897466,"Inconclusive","IC50",
4321,134130294,1336483,374264651,"Active",,
4321,134130294,1336484,374264651,"Unspecified",,
4321,135412054,370879,103591739,"Inactive",,
4321,135412054,641885,103591739,"Unspecified",,
4321,135412054,1169673,103591739,"Unspecified",,
4321,135412231,641885,136920443,"Unspecified",,
4321,135412231,1169673,136920443,"Unspecified",,
4321,135414653,370867,103591667,"Unspecified",,
4321,135438809,370867,103591742,"Unspecified",,
4321,135438809,370879,103591742,"Inactive",,
4321,135546884,641885,136927019,"Unspecified",,
4321,135546884,1169673,136927019,"Unspecified",,
4321,135602046,775833,103501457,"Active",,
